ID,Date,Primary.Type,Description,Location.Description,Arrest,Domestic,Latitude,Longitude
226,10-08-2023,CRIMINAL DAMAGE,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,FALSE,41.7449626,-87.56696219
227,08-06-2023,ROBBERY,DOMESTIC BATTERY SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,41.7915326,-87.5392048
228,15-12-2023,NARCOTICS,OVER $500,RESTAURANT,TRUE,TRUE,41.72768111,-87.73384611
229,25-05-2023,ASSAULT,AGGRAVATED,PARKING LOT,FALSE,FALSE,41.97678611,-87.67922287
230,26-02-2023,NARCOTICS,SIMPLE,RESIDENCE,FALSE,FALSE,41.99507967,-87.82826829
231,28-05-2023,CRIMINAL DAMAGE,AUTOMOBILE,RESIDENCE,TRUE,TRUE,41.98630476,-87.69246945
232,12-06-2023,BURGLARY,SIMPLE,APARTMENT,FALSE,TRUE,41.65063676,-87.87011412
233,26-08-2023,MOTOR VEHICLE THEFT,POSS: CANNABIS 30GMS OR LESS,PARKING LOT,TRUE,TRUE,41.87897081,-87.64921411
234,10-06-2023,THEFT,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,FALSE,TRUE,41.89567186,-87.52844742
235,07-03-2023,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,TRUE,41.9449789,-87.70821011
236,04-01-2023,NARCOTICS,ARMED: HANDGUN,PARKING LOT,TRUE,FALSE,41.97297923,-87.80164293
237,26-11-2023,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT,FALSE,TRUE,41.80379535,-87.71434499
238,13-08-2023,THEFT,ARMED: HANDGUN,APARTMENT,TRUE,TRUE,41.8837147,-87.76558416
239,27-04-2023,ROBBERY,AGGRAVATED,SIDEWALK,TRUE,TRUE,41.81434935,-87.70626754
240,25-01-2023,CRIMINAL DAMAGE,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,FALSE,41.87676185,-87.79114717
241,16-05-2023,NARCOTICS,UNLAWFUL ENTRY,PARKING LOT,TRUE,FALSE,41.98417287,-87.92020551
242,24-02-2023,ASSAULT,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,41.89562723,-87.90931326
243,05-08-2023,BATTERY,UNLAWFUL ENTRY,"SCHOOL, PUBLIC, BUILDING",TRUE,TRUE,41.90213737,-87.5285172
244,26-03-2023,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,41.69820119,-87.65590904
245,14-02-2023,ASSAULT,UNLAWFUL ENTRY,PARKING LOT,TRUE,FALSE,41.65372397,-87.74748857
246,26-05-2023,BATTERY,UNLAWFUL ENTRY,ALLEY,TRUE,FALSE,41.83806427,-87.69087172
247,19-06-2023,BATTERY,UNLAWFUL ENTRY,PARKING LOT,FALSE,TRUE,41.81815368,-87.68928229
248,14-05-2023,THEFT,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,41.94530172,-87.87000883
249,18-07-2023,ROBBERY,ARMED: HANDGUN,APARTMENT,FALSE,FALSE,41.8650007,-87.84152667
250,27-12-2023,MOTOR VEHICLE THEFT,SIMPLE,PARKING LOT,FALSE,TRUE,41.68652647,-87.86565958
251,25-06-2023,MOTOR VEHICLE THEFT,POSS: CANNABIS 30GMS OR LESS,PARKING LOT,FALSE,FALSE,41.8786819,-87.92143375
252,02-09-2023,ROBBERY,POSS: CANNABIS 30GMS OR LESS,RESTAURANT,FALSE,FALSE,41.84488259,-87.77927165
253,05-11-2023,CRIMINAL DAMAGE,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",TRUE,TRUE,41.86160723,-87.81366794
254,14-04-2023,BATTERY,AUTOMOBILE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,41.68602925,-87.70651245
255,05-11-2023,BATTERY,AGGRAVATED,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,41.81437859,-87.70728923
256,15-11-2023,THEFT,DOMESTIC BATTERY SIMPLE,RESTAURANT,FALSE,TRUE,41.94896672,-87.82398386
257,18-07-2023,MOTOR VEHICLE THEFT,OVER $500,APARTMENT,TRUE,TRUE,41.67929423,-87.62384202
258,29-07-2023,ROBBERY,DOMESTIC BATTERY SIMPLE,PARKING LOT,TRUE,FALSE,42.00321537,-87.87327229
259,15-12-2023,CRIMINAL DAMAGE,UNLAWFUL ENTRY,RESTAURANT,TRUE,FALSE,41.71859874,-87.7809705
260,13-08-2023,ASSAULT,SIMPLE,SIDEWALK,FALSE,TRUE,41.83930037,-87.64220181
261,15-09-2023,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,TRUE,FALSE,41.68409009,-87.73052625
262,26-06-2023,THEFT,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,41.91948899,-87.64045068
263,21-05-2023,ASSAULT,OVER $500,PARKING LOT,FALSE,FALSE,41.72545725,-87.85391292
264,24-01-2023,MOTOR VEHICLE THEFT,AGGRAVATED,RESIDENCE,TRUE,TRUE,41.84354959,-87.8001067
265,10-05-2023,BURGLARY,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,TRUE,41.91712027,-87.90896633
266,14-06-2023,THEFT,AGGRAVATED,RESTAURANT,FALSE,TRUE,41.99769558,-87.67689212
267,10-07-2023,MOTOR VEHICLE THEFT,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,41.68582397,-87.65932783
268,17-03-2023,MOTOR VEHICLE THEFT,UNLAWFUL ENTRY,PARKING LOT,TRUE,FALSE,41.84857499,-87.59029952
269,26-09-2023,NARCOTICS,SIMPLE,RESIDENCE,TRUE,TRUE,41.89799435,-87.74498765
270,19-06-2023,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,TRUE,FALSE,41.68620419,-87.72317609
271,17-07-2023,MOTOR VEHICLE THEFT,OVER $500,STREET,TRUE,FALSE,41.65519829,-87.78159567
272,28-12-2023,BURGLARY,DOMESTIC BATTERY SIMPLE,PARKING LOT,TRUE,TRUE,41.81027294,-87.93479212
273,22-08-2023,ROBBERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,FALSE,41.73865531,-87.86864651
274,05-03-2023,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,41.88718182,-87.6420501
275,21-03-2023,ROBBERY,OVER $500,RESTAURANT,TRUE,FALSE,41.85948254,-87.71044103
276,05-02-2023,BURGLARY,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,FALSE,42.01069094,-87.71518316
277,18-10-2023,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,TRUE,TRUE,41.68351065,-87.73620482
278,10-09-2023,BATTERY,AUTOMOBILE,ALLEY,TRUE,TRUE,41.79535004,-87.85895825
279,09-12-2023,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,FALSE,41.85669192,-87.65987743
280,19-11-2023,ASSAULT,SIMPLE,ALLEY,TRUE,TRUE,41.85944737,-87.74349875
281,17-02-2023,NARCOTICS,OVER $500,PARKING LOT,FALSE,FALSE,41.71555088,-87.67733157
282,21-04-2023,MOTOR VEHICLE THEFT,SIMPLE,STREET,FALSE,TRUE,41.84618852,-87.6515229
283,06-10-2023,MOTOR VEHICLE THEFT,AGGRAVATED,STREET,TRUE,FALSE,41.81286039,-87.73164591
284,13-11-2023,THEFT,SIMPLE,ALLEY,FALSE,FALSE,41.70996189,-87.93560611
285,22-10-2023,NARCOTICS,AUTOMOBILE,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,41.95542929,-87.60621855
286,10-08-2023,BATTERY,AGGRAVATED,STREET,TRUE,TRUE,41.94744897,-87.55324376
287,14-10-2023,CRIMINAL DAMAGE,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,41.71950204,-87.59882792
288,10-08-2023,MOTOR VEHICLE THEFT,DOMESTIC BATTERY SIMPLE,PARKING LOT,TRUE,TRUE,41.72592314,-87.92215809
289,14-03-2023,BATTERY,AGGRAVATED,STREET,TRUE,TRUE,41.93419993,-87.53133206
290,19-10-2023,ROBBERY,AUTOMOBILE,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,42.01711378,-87.85299016
291,14-08-2023,ROBBERY,AUTOMOBILE,SIDEWALK,FALSE,FALSE,41.70772218,-87.71022817
292,05-10-2023,BATTERY,OVER $500,ALLEY,TRUE,FALSE,41.86543625,-87.53149231
293,21-06-2023,ASSAULT,ARMED: HANDGUN,RESTAURANT,TRUE,TRUE,41.9564615,-87.60591538
294,24-10-2023,MOTOR VEHICLE THEFT,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,FALSE,TRUE,41.84305369,-87.9124413
295,14-12-2023,BATTERY,AUTOMOBILE,RESTAURANT,TRUE,FALSE,41.74660913,-87.53452048
296,03-04-2023,ROBBERY,UNLAWFUL ENTRY,ALLEY,FALSE,FALSE,41.86974138,-87.65251684
297,05-05-2023,ASSAULT,DOMESTIC BATTERY SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,41.72411926,-87.75194513
298,26-10-2023,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,TRUE,FALSE,41.96915368,-87.8002769
299,08-02-2023,ASSAULT,AGGRAVATED,APARTMENT,FALSE,FALSE,41.86334294,-87.57112507
300,25-08-2023,ASSAULT,AUTOMOBILE,RESIDENCE,FALSE,TRUE,41.81519725,-87.83429881
301,14-06-2023,ASSAULT,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,FALSE,41.96256419,-87.72451326
302,17-04-2023,BURGLARY,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,41.71250056,-87.70862661
303,02-02-2023,MOTOR VEHICLE THEFT,DOMESTIC BATTERY SIMPLE,PARKING LOT,FALSE,TRUE,42.00537102,-87.88424554
304,24-03-2023,BATTERY,POSS: CANNABIS 30GMS OR LESS,RESTAURANT,FALSE,TRUE,41.66236558,-87.58671064
305,20-12-2023,BURGLARY,SIMPLE,STREET,FALSE,TRUE,41.81078303,-87.79378425
306,04-10-2023,ASSAULT,AUTOMOBILE,RESIDENCE,FALSE,TRUE,41.76206646,-87.54664504
307,28-07-2023,CRIMINAL DAMAGE,POSS: CANNABIS 30GMS OR LESS,APARTMENT,FALSE,FALSE,41.78536842,-87.89634739
308,17-03-2023,ASSAULT,OVER $500,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,41.64561318,-87.75168639
309,04-04-2023,BURGLARY,POSS: CANNABIS 30GMS OR LESS,APARTMENT,TRUE,FALSE,41.78991114,-87.55996217
310,18-10-2023,CRIMINAL DAMAGE,AGGRAVATED,APARTMENT,FALSE,FALSE,41.80363875,-87.52481646
311,30-01-2023,CRIMINAL DAMAGE,OVER $500,RESIDENCE,FALSE,FALSE,41.7100519,-87.64669309
312,05-08-2023,BURGLARY,AGGRAVATED,APARTMENT,TRUE,FALSE,41.70971654,-87.64342331
313,24-06-2023,MOTOR VEHICLE THEFT,ARMED: HANDGUN,APARTMENT,TRUE,FALSE,41.964094,-87.88567207
314,19-11-2023,THEFT,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,FALSE,41.82716005,-87.79420876
315,25-04-2023,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,41.86196907,-87.60129978
316,04-12-2023,MOTOR VEHICLE THEFT,OVER $500,ALLEY,FALSE,TRUE,41.97071441,-87.9329033
317,06-04-2023,ASSAULT,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,41.73591024,-87.91667209
318,24-12-2023,MOTOR VEHICLE THEFT,ARMED: HANDGUN,STREET,TRUE,FALSE,41.75715107,-87.92705208
319,19-06-2023,CRIMINAL DAMAGE,AUTOMOBILE,ALLEY,TRUE,FALSE,41.99721543,-87.85146381
320,06-04-2023,MOTOR VEHICLE THEFT,SIMPLE,PARKING LOT,FALSE,TRUE,41.94101609,-87.80862735
321,26-01-2023,BURGLARY,AGGRAVATED,STREET,TRUE,TRUE,41.90460267,-87.85002336
322,18-08-2023,BURGLARY,AGGRAVATED,ALLEY,TRUE,FALSE,41.64490871,-87.52413471
323,28-05-2023,ROBBERY,ARMED: HANDGUN,RESTAURANT,FALSE,FALSE,41.77252889,-87.7746871
324,16-12-2023,ROBBERY,AUTOMOBILE,RESTAURANT,TRUE,FALSE,41.98401788,-87.77053153
325,21-07-2023,BURGLARY,AGGRAVATED,APARTMENT,FALSE,FALSE,41.81084709,-87.824719
326,22-03-2023,BATTERY,OVER $500,APARTMENT,FALSE,FALSE,41.92688474,-87.8622814
327,04-12-2023,BURGLARY,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,TRUE,FALSE,41.79084905,-87.67827749
328,20-08-2023,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,FALSE,TRUE,41.71707487,-87.75515452
329,31-08-2023,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,FALSE,TRUE,41.96859047,-87.75890765
330,16-04-2023,ROBBERY,OVER $500,RESIDENCE,FALSE,FALSE,41.87203068,-87.80012085
331,11-01-2023,CRIMINAL DAMAGE,AGGRAVATED,ALLEY,FALSE,TRUE,41.69345968,-87.87342948
332,23-04-2023,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,FALSE,FALSE,41.81371982,-87.57829695
333,30-12-2023,BATTERY,AGGRAVATED,SIDEWALK,FALSE,FALSE,41.79985605,-87.86548886
334,21-05-2023,ROBBERY,ARMED: HANDGUN,ALLEY,FALSE,FALSE,41.74353829,-87.56578196
335,31-01-2023,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,FALSE,TRUE,41.84556452,-87.86500094
336,25-04-2023,ASSAULT,OVER $500,RESTAURANT,FALSE,FALSE,41.91988518,-87.77648133
337,05-10-2023,BATTERY,UNLAWFUL ENTRY,STREET,FALSE,TRUE,41.99876955,-87.645632
338,04-04-2023,CRIMINAL DAMAGE,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,FALSE,41.9501276,-87.75642768
339,21-07-2023,CRIMINAL DAMAGE,AUTOMOBILE,SIDEWALK,TRUE,TRUE,41.83159253,-87.6182144
340,16-01-2023,THEFT,AGGRAVATED,ALLEY,TRUE,TRUE,41.68792535,-87.82666208
341,16-07-2023,CRIMINAL DAMAGE,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,FALSE,42.00397498,-87.53392864
342,27-06-2023,THEFT,UNLAWFUL ENTRY,RESTAURANT,FALSE,TRUE,41.76602846,-87.60950049
343,26-06-2023,MOTOR VEHICLE THEFT,ARMED: HANDGUN,SIDEWALK,FALSE,TRUE,42.01998957,-87.79842644
344,12-01-2023,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,41.87702546,-87.84436735
345,07-03-2023,ROBBERY,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,TRUE,41.69848536,-87.76266678
346,19-02-2023,NARCOTICS,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,41.73341635,-87.63952579
347,23-07-2023,MOTOR VEHICLE THEFT,UNLAWFUL ENTRY,ALLEY,FALSE,TRUE,41.69920765,-87.77852079
348,24-06-2023,MOTOR VEHICLE THEFT,AUTOMOBILE,RESTAURANT,FALSE,FALSE,41.7810222,-87.61002566
349,14-05-2023,THEFT,AGGRAVATED,RESTAURANT,FALSE,FALSE,41.75925628,-87.87446987
350,02-05-2023,CRIMINAL DAMAGE,UNLAWFUL ENTRY,SIDEWALK,FALSE,FALSE,41.67028337,-87.82211654
351,11-11-2023,ASSAULT,DOMESTIC BATTERY SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,42.00154926,-87.56293566
352,16-09-2023,NARCOTICS,AUTOMOBILE,RESTAURANT,FALSE,TRUE,41.71460965,-87.63817273
353,19-12-2023,THEFT,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,FALSE,41.86609005,-87.86624596
354,05-09-2023,BATTERY,AGGRAVATED,RESTAURANT,FALSE,TRUE,41.82814286,-87.63420292
355,16-10-2023,NARCOTICS,AGGRAVATED,ALLEY,TRUE,FALSE,41.75215655,-87.87602216
356,17-02-2023,ROBBERY,UNLAWFUL ENTRY,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,41.76246237,-87.73881585
357,27-11-2023,ROBBERY,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,41.69878178,-87.93012574
358,10-04-2023,CRIMINAL DAMAGE,AUTOMOBILE,PARKING LOT,FALSE,TRUE,41.77073883,-87.55375195
359,18-04-2023,BURGLARY,UNLAWFUL ENTRY,SIDEWALK,FALSE,FALSE,41.71424361,-87.84573813
360,28-10-2023,ROBBERY,AGGRAVATED,RESIDENCE,FALSE,FALSE,41.9213597,-87.79754376
361,10-01-2023,ASSAULT,OVER $500,RESTAURANT,FALSE,FALSE,41.92224252,-87.87522315
362,19-06-2023,BATTERY,OVER $500,STREET,FALSE,FALSE,41.92268542,-87.86091839
363,07-10-2023,CRIMINAL DAMAGE,SIMPLE,STREET,TRUE,TRUE,41.64550216,-87.73456625
364,14-12-2023,ASSAULT,AUTOMOBILE,ALLEY,FALSE,TRUE,41.95378902,-87.89831744
365,28-07-2023,ROBBERY,ARMED: HANDGUN,PARKING LOT,TRUE,FALSE,41.91731146,-87.93220833
366,11-11-2023,BATTERY,OVER $500,RESTAURANT,TRUE,TRUE,41.78442174,-87.60156578
367,17-05-2023,MOTOR VEHICLE THEFT,OVER $500,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,41.98207673,-87.64457447
368,05-11-2023,NARCOTICS,AUTOMOBILE,ALLEY,TRUE,TRUE,42.01538764,-87.65747739
369,18-04-2023,ASSAULT,UNLAWFUL ENTRY,APARTMENT,FALSE,TRUE,41.88881195,-87.52629855
370,08-01-2023,ASSAULT,OVER $500,PARKING LOT,FALSE,TRUE,41.95199257,-87.53031007
371,24-04-2023,BURGLARY,SIMPLE,STREET,FALSE,TRUE,41.88323811,-87.93097428
372,18-09-2023,BATTERY,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,TRUE,FALSE,41.70656789,-87.6707696
373,29-01-2023,THEFT,AUTOMOBILE,PARKING LOT,FALSE,TRUE,41.81467086,-87.79983141
374,02-11-2023,MOTOR VEHICLE THEFT,POSS: CANNABIS 30GMS OR LESS,ALLEY,FALSE,FALSE,41.64987296,-87.67840787
375,22-11-2023,ROBBERY,AUTOMOBILE,"SCHOOL, PUBLIC, BUILDING",TRUE,TRUE,41.90374417,-87.62758775
376,15-03-2023,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,41.68034449,-87.91648605
377,09-10-2023,NARCOTICS,AUTOMOBILE,RESIDENCE,TRUE,FALSE,41.72385172,-87.57530364
378,14-03-2023,NARCOTICS,AUTOMOBILE,RESTAURANT,TRUE,TRUE,41.74202473,-87.6787752
379,24-09-2023,BURGLARY,SIMPLE,ALLEY,TRUE,TRUE,41.73715646,-87.89220591
380,19-09-2023,MOTOR VEHICLE THEFT,DOMESTIC BATTERY SIMPLE,"SCHOOL, PUBLIC, BUILDING",TRUE,TRUE,41.77853818,-87.81131662
381,12-08-2023,ROBBERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,FALSE,41.91544668,-87.65170642
382,23-07-2023,BURGLARY,SIMPLE,STREET,TRUE,TRUE,41.86875823,-87.65082853
383,30-07-2023,BURGLARY,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,FALSE,TRUE,41.84537058,-87.87284823
384,07-08-2023,CRIMINAL DAMAGE,ARMED: HANDGUN,APARTMENT,TRUE,TRUE,41.84632467,-87.77316387
385,03-07-2023,ASSAULT,UNLAWFUL ENTRY,SIDEWALK,TRUE,TRUE,41.93407828,-87.91049751
386,18-12-2023,ASSAULT,POSS: CANNABIS 30GMS OR LESS,RESTAURANT,TRUE,TRUE,41.85990186,-87.78820468
387,04-06-2023,CRIMINAL DAMAGE,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,TRUE,41.87992285,-87.5564933
388,29-04-2023,BURGLARY,AUTOMOBILE,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,41.9846281,-87.58847294
389,10-12-2023,ASSAULT,AGGRAVATED,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,42.01715051,-87.90161603
390,08-03-2023,ROBBERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,FALSE,41.76301903,-87.87178793
391,20-04-2023,ROBBERY,SIMPLE,PARKING LOT,TRUE,TRUE,41.81631284,-87.61008791
392,14-05-2023,BURGLARY,AGGRAVATED,APARTMENT,FALSE,TRUE,41.88080095,-87.75799706
393,05-02-2023,NARCOTICS,ARMED: HANDGUN,SIDEWALK,FALSE,TRUE,41.98406665,-87.61084105
394,24-02-2023,THEFT,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,41.93591343,-87.82605573
395,28-08-2023,BATTERY,UNLAWFUL ENTRY,APARTMENT,TRUE,TRUE,41.98862008,-87.7185677
396,30-04-2023,NARCOTICS,AGGRAVATED,"SCHOOL, PUBLIC, BUILDING",TRUE,TRUE,41.75161165,-87.91607286
397,16-12-2023,CRIMINAL DAMAGE,POSS: CANNABIS 30GMS OR LESS,RESTAURANT,TRUE,FALSE,41.93208514,-87.82436205
398,31-10-2023,MOTOR VEHICLE THEFT,ARMED: HANDGUN,PARKING LOT,FALSE,TRUE,41.96507237,-87.84381495
399,10-01-2023,BATTERY,AGGRAVATED,APARTMENT,FALSE,TRUE,41.69045081,-87.76184525
400,02-06-2023,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,TRUE,41.96824198,-87.69084387
401,10-04-2023,ROBBERY,AUTOMOBILE,PARKING LOT,FALSE,FALSE,41.73456863,-87.88043941
402,15-04-2023,CRIMINAL DAMAGE,AUTOMOBILE,STREET,TRUE,TRUE,42.01700932,-87.89184806
403,08-10-2023,ROBBERY,AGGRAVATED,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,41.71393859,-87.53986144
404,29-06-2023,MOTOR VEHICLE THEFT,ARMED: HANDGUN,"SCHOOL, PUBLIC, BUILDING",TRUE,TRUE,41.89798588,-87.59875965
405,05-10-2023,MOTOR VEHICLE THEFT,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,41.81618615,-87.75318109
406,29-08-2023,THEFT,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,41.79838406,-87.60162973
407,24-01-2023,BURGLARY,SIMPLE,ALLEY,FALSE,TRUE,41.96443358,-87.60552319
408,16-06-2023,NARCOTICS,OVER $500,APARTMENT,FALSE,TRUE,41.86925772,-87.7702954
409,16-02-2023,THEFT,UNLAWFUL ENTRY,RESIDENCE,FALSE,TRUE,41.76065886,-87.85840771
410,10-07-2023,BATTERY,ARMED: HANDGUN,ALLEY,TRUE,TRUE,41.92447303,-87.60719253
411,06-02-2023,BURGLARY,SIMPLE,ALLEY,FALSE,TRUE,41.91369904,-87.79697364
412,23-06-2023,MOTOR VEHICLE THEFT,POSS: CANNABIS 30GMS OR LESS,ALLEY,FALSE,TRUE,41.77600614,-87.60532971
413,23-02-2023,NARCOTICS,AUTOMOBILE,PARKING LOT,FALSE,FALSE,41.70413654,-87.93609334
414,30-10-2023,ASSAULT,UNLAWFUL ENTRY,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,41.7893218,-87.68766492
415,26-07-2023,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,41.78284132,-87.77313651
416,19-01-2023,ASSAULT,ARMED: HANDGUN,PARKING LOT,TRUE,FALSE,41.95995802,-87.64956255
417,19-07-2023,NARCOTICS,UNLAWFUL ENTRY,ALLEY,TRUE,FALSE,41.89270745,-87.70089079
418,08-06-2023,NARCOTICS,ARMED: HANDGUN,RESIDENCE,FALSE,TRUE,41.76255469,-87.85942298
419,06-02-2023,BURGLARY,OVER $500,SIDEWALK,TRUE,FALSE,41.69432397,-87.67828393
420,13-04-2023,ROBBERY,AUTOMOBILE,RESTAURANT,FALSE,TRUE,41.73585302,-87.85815324
421,01-09-2023,MOTOR VEHICLE THEFT,ARMED: HANDGUN,ALLEY,FALSE,TRUE,41.75104128,-87.68841096
422,17-02-2023,THEFT,POSS: CANNABIS 30GMS OR LESS,RESTAURANT,TRUE,FALSE,41.91868572,-87.58297218
423,07-07-2023,THEFT,AUTOMOBILE,APARTMENT,TRUE,TRUE,41.98132327,-87.56911631
424,19-05-2023,ASSAULT,AGGRAVATED,RESIDENCE,FALSE,TRUE,41.89357404,-87.77977214
425,26-10-2023,CRIMINAL DAMAGE,AGGRAVATED,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,41.94122473,-87.81399772
426,07-06-2023,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,TRUE,TRUE,41.75690736,-87.88595936
427,08-07-2023,NARCOTICS,ARMED: HANDGUN,SIDEWALK,TRUE,FALSE,41.71519126,-87.54838278
428,07-11-2023,MOTOR VEHICLE THEFT,DOMESTIC BATTERY SIMPLE,ALLEY,TRUE,FALSE,41.8033121,-87.8972794
429,08-07-2023,CRIMINAL DAMAGE,AGGRAVATED,SIDEWALK,TRUE,FALSE,41.82898447,-87.59299484
430,26-02-2023,MOTOR VEHICLE THEFT,OVER $500,RESIDENCE,TRUE,FALSE,41.65516956,-87.87105251
431,07-02-2023,CRIMINAL DAMAGE,ARMED: HANDGUN,ALLEY,TRUE,FALSE,41.95086556,-87.81390462
432,25-03-2023,CRIMINAL DAMAGE,AUTOMOBILE,STREET,TRUE,TRUE,41.98089134,-87.60115455
433,15-11-2023,ASSAULT,AUTOMOBILE,PARKING LOT,FALSE,FALSE,41.69021997,-87.68228716
434,23-06-2023,THEFT,DOMESTIC BATTERY SIMPLE,STREET,TRUE,FALSE,41.94223962,-87.71298583
435,30-11-2023,BATTERY,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,41.85848395,-87.71482174
436,22-11-2023,MOTOR VEHICLE THEFT,SIMPLE,STREET,TRUE,TRUE,41.86142166,-87.79023788
437,10-05-2023,ASSAULT,ARMED: HANDGUN,RESTAURANT,FALSE,TRUE,41.72867537,-87.52490461
438,30-04-2023,BURGLARY,AGGRAVATED,RESTAURANT,FALSE,TRUE,41.76547338,-87.81071346
439,19-07-2023,NARCOTICS,AGGRAVATED,ALLEY,TRUE,TRUE,41.85372093,-87.75161821
440,27-11-2023,THEFT,OVER $500,APARTMENT,TRUE,TRUE,41.96779515,-87.76922712
441,21-01-2023,NARCOTICS,SIMPLE,SIDEWALK,TRUE,FALSE,41.65631339,-87.75098028
442,18-07-2023,THEFT,SIMPLE,ALLEY,FALSE,FALSE,41.78316304,-87.62037185
443,28-03-2023,ROBBERY,SIMPLE,STREET,FALSE,TRUE,41.88370746,-87.72835958
444,13-03-2023,ROBBERY,AUTOMOBILE,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,41.7021638,-87.71579492
445,11-11-2023,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT,TRUE,TRUE,41.78866302,-87.83917027
446,21-07-2023,ASSAULT,POSS: CANNABIS 30GMS OR LESS,APARTMENT,TRUE,TRUE,41.79494986,-87.75675177
447,14-06-2023,CRIMINAL DAMAGE,UNLAWFUL ENTRY,ALLEY,FALSE,TRUE,41.91287069,-87.8091059
448,22-03-2023,CRIMINAL DAMAGE,UNLAWFUL ENTRY,STREET,FALSE,FALSE,41.95382394,-87.59308299
